month,day,weekday,hour,power,temperature,humidity,wind,Bulb,CFL,Tubelgiht,TV,Refrigerator,Fan,Cooler,AC,Water Pump,Iron,Immersion
6,10,4,4,346,297.0,0,98,0,3,0,0,1,3,0,0,0,0,0
4,14,3,9,1745,298.5,2,42,0,0,0,0,1,1,0,1,0,0,0
9,8,2,1,60,273.5,2,61,0,2,1,0,0,0,0,0,0,0,0
6,17,5,17,1848,303.5,0,46,0,0,0,1,1,4,0,0,1,1,0
10,28,0,8,0,278.0,0,81,0,0,0,0,0,0,0,0,0,0,0
6,13,0,19,2107,302.5,1,39,0,4,0,0,1,1,0,1,1,0,0
9,29,4,23,30,285.5,0,2,0,3,0,0,0,0,0,0,0,0,0
3,11,3,9,1734,299.5,2,79,0,0,0,0,1,1,0,1,0,0,0
2,21,2,4,80,277.0,2,58,0,4,1,0,0,0,0,0,0,0,0
12,25,5,2,30,274.0,2,2,0,3,0,0,0,0,0,0,0,0,0
12,23,1,10,2000,281.0,0,43,0,0,0,0,0,0,0,0,0,1,1
10,29,2,9,0,279.5,2,2,0,0,0,0,0,0,0,0,0,0,0
3,2,1,18,1901,305.0,1,52,0,0,0,0,1,4,0,1,0,0,0
12,22,0,19,410,282.5,0,79,0,2,1,0,0,0,0,0,1,0,0
5,30,5,1,321,296.5,1,51,0,0,1,0,1,3,0,0,0,0,0
8,17,0,20,436,307.0,1,35,0,1,1,1,1,2,0,0,0,0,0
8,21,1,9,1360,298.5,1,98,0,0,0,0,1,4,0,0,0,1,0
8,5,0,7,692,299.5,0,28,0,0,0,0,1,4,0,0,1,0,0
3,5,2,0,1802,297.0,2,52,0,4,2,0,1,1,0,1,0,0,0
9,20,0,12,2000,283.0,2,92,0,0,0,0,0,0,0,0,0,1,1
6,12,2,1,1874,297.5,1,78,0,1,2,0,1,2,0,1,0,0,0
8,30,4,12,1736,300.0,1,4,0,0,0,0,1,2,0,1,0,0,0
2,19,4,3,70,276.5,2,3,0,3,1,0,0,0,0,0,0,0,0
9,21,3,19,350,283.5,1,81,0,0,0,0,0,0,0,0,1,0,0
8,27,3,16,1791,304.0,2,38,0,0,0,0,1,2,0,1,0,0,0
3,2,6,6,2166,297.0,0,40,0,2,0,0,1,3,0,1,1,0,0
3,17,0,23,276,305.5,2,14,0,3,2,0,1,0,0,0,0,0,0
8,8,4,0,312,296.0,1,59,0,2,0,0,1,3,0,0,0,0,0
5,26,3,10,1240,302.0,1,84,0,0,0,0,1,1,0,0,0,1,0
10,16,4,11,1000,280.5,2,39,0,0,0,0,0,0,0,0,0,1,0
5,6,1,3,1805,296.5,1,33,0,3,0,0,1,2,0,1,0,0,0
5,11,1,8,2786,300.0,2,62,0,0,0,0,1,2,0,1,0,1,0
3,2,4,6,742,300.0,0,37,0,0,1,0,1,4,0,0,1,0,0
2,14,1,10,2000,282.0,2,39,0,0,0,0,0,0,0,0,0,1,1
9,5,4,23,90,286.5,2,63,0,1,2,0,0,0,0,0,0,0,0
11,14,1,7,1350,277.5,2,73,0,0,0,0,0,0,0,0,1,0,1
10,3,1,0,110,276.0,2,88,0,3,2,0,0,0,0,0,0,0,0
12,27,5,4,80,276.0,1,14,0,0,2,0,0,0,0,0,0,0,0
10,15,1,14,1000,280.0,0,38,0,0,0,0,0,0,0,0,0,0,1
7,26,4,13,314,301.5,1,58,0,0,0,0,1,2,0,0,0,0,0
1,12,6,22,250,284.0,1,70,0,2,2,1,0,0,0,0,0,0,0
8,3,0,21,2183,305.5,2,35,0,4,2,1,1,4,0,1,0,0,0
11,27,0,7,2350,280.5,0,13,0,0,0,0,0,0,0,0,1,1,1
12,11,3,17,1350,285.5,0,91,0,0,0,0,0,0,0,0,1,0,1
5,29,5,16,1371,301.0,1,86,0,0,0,1,1,1,0,0,0,1,0
1,9,3,17,2350,283.5,1,82,0,0,0,0,0,0,0,0,1,1,1
7,15,0,12,376,299.0,1,96,0,0,0,0,1,3,0,0,0,0,0
10,29,1,4,10,275.0,0,61,0,1,0,0,0,0,0,0,0,0,0
6,23,1,3,481,295.5,0,53,0,2,1,0,1,4,0,0,0,0,0
7,2,5,14,550,302.0,2,70,0,0,0,1,1,4,0,0,0,0,0
4,14,3,4,1784,297.0,2,26,0,3,2,0,1,1,0,1,0,0,0
4,4,0,2,360,297.0,1,61,0,1,0,0,1,3,0,0,0,0,0
7,9,6,8,518,299.0,1,73,0,0,0,1,1,3,0,0,0,0,0
5,23,2,18,1743,304.0,0,82,0,0,0,0,1,1,0,1,0,0,0
10,7,5,15,1150,281.5,2,68,0,0,0,1,0,0,0,0,0,1,0
1,2,2,9,0,280.5,2,66,0,0,0,0,0,0,0,0,0,0,0
7,19,0,13,1900,303.5,1,56,0,0,0,0,1,4,0,1,0,0,0
7,9,4,0,1720,293.0,1,87,0,3,1,0,1,0,0,1,0,0,0
7,11,0,8,1762,301.0,2,17,0,0,0,0,1,2,0,1,0,0,0
3,21,6,3,1978,295.5,0,65,0,3,2,0,1,3,0,1,0,0,0
6,14,3,1,1915,296.5,2,37,0,0,2,0,1,3,0,1,0,0,0
12,10,5,21,190,285.5,0,71,0,0,1,1,0,0,0,0,0,0,0
12,18,4,10,1000,280.0,1,1,0,0,0,0,0,0,0,0,0,0,1
7,25,2,21,388,307.5,1,77,0,4,0,1,1,1,0,0,0,0,0
11,15,5,23,190,288.5,2,9,0,0,1,1,0,0,0,0,0,0,0
6,11,0,7,3103,298.5,0,2,0,0,0,0,1,2,0,1,1,1,0
4,16,0,20,314,303.0,0,42,0,2,0,1,1,0,0,0,0,0,0
4,1,6,11,2968,299.5,0,62,0,0,0,1,1,3,0,1,0,1,0
7,2,4,15,307,304.5,1,18,0,0,0,0,1,3,0,0,0,0,0
4,7,5,3,1906,294.5,1,27,0,4,0,0,1,4,0,1,0,0,0
10,8,3,23,80,284.5,2,92,0,4,1,0,0,0,0,0,0,0,0
7,3,2,16,326,305.0,0,49,0,0,0,0,1,3,0,0,0,0,0
10,29,3,15,0,280.5,1,36,0,0,0,0,0,0,0,0,0,0,0
11,20,1,7,1350,278.5,0,77,0,0,0,0,0,0,0,0,1,1,0
8,16,0,15,1818,303.5,2,21,0,0,0,0,1,3,0,1,0,0,0
1,5,3,3,40,277.5,1,45,0,4,0,0,0,0,0,0,0,0,0
12,30,1,18,0,286.0,0,20,0,0,0,0,0,0,0,0,0,0,0
4,11,5,11,1409,301.5,0,74,0,0,0,1,1,2,0,0,0,1,0
8,30,2,6,687,297.0,0,48,0,2,2,0,1,1,0,0,1,0,0
9,24,0,8,0,281.0,0,73,0,0,0,0,0,0,0,0,0,0,0
4,19,3,11,294,298.5,0,56,0,0,0,0,1,3,0,0,0,0,0
3,27,3,17,3075,304.5,0,20,0,0,0,0,1,1,0,1,1,1,0
4,3,3,13,2810,303.5,0,14,0,0,0,0,1,3,0,1,0,1,0
3,3,0,11,403,301.5,1,49,0,0,0,0,1,4,0,0,0,0,0
10,4,0,10,0,278.0,0,3,0,0,0,0,0,0,0,0,0,0,0
5,21,2,19,2036,306.5,2,90,0,1,0,0,1,1,0,1,1,0,0
8,2,6,5,1991,295.5,0,34,0,4,1,0,1,4,0,1,0,0,0
1,17,1,17,1350,283.5,2,91,0,0,0,0,0,0,0,0,1,0,1
4,2,3,12,2747,300.0,2,78,0,0,0,0,1,2,0,1,0,1,0
6,12,5,23,2007,308.5,2,21,0,2,0,1,1,3,0,1,0,0,0
5,14,0,22,1846,306.0,2,67,0,2,1,0,1,2,0,1,0,0,0
10,1,3,19,450,284.5,2,18,0,2,2,0,0,0,0,0,1,0,0
7,18,2,3,293,297.5,2,50,0,1,0,0,1,3,0,0,0,0,0
3,15,4,13,1293,299.5,2,3,0,0,0,0,1,3,0,0,0,1,0
11,7,6,19,510,284.5,1,10,0,1,0,1,0,0,0,0,1,0,0
1,7,3,11,0,278.5,0,27,0,0,0,0,0,0,0,0,0,0,0
7,21,6,1,1855,293.5,1,31,0,4,2,0,1,1,0,1,0,0,0
10,9,2,22,0,286.0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,4,5,22,200,285.0,0,40,0,1,1,1,0,0,0,0,0,0,0
3,21,6,0,1754,295.0,0,34,0,0,0,0,1,2,0,1,0,0,0
5,3,2,18,2795,302.0,2,40,0,0,0,0,1,3,0,1,0,1,0
12,20,1,4,80,278.0,1,64,0,4,1,0,0,0,0,0,0,0,0
8,16,2,19,853,305.5,1,67,0,4,2,0,1,4,0,0,1,0,0
5,5,3,16,2790,303.0,2,26,0,0,0,0,1,2,0,1,0,1,0
7,21,4,16,308,301.0,0,28,0,0,0,0,1,2,0,0,0,0,0
8,24,4,0,248,294.0,1,30,0,0,1,0,1,1,0,0,0,0,0
6,27,0,17,724,302.5,0,33,0,0,0,0,1,4,0,0,1,0,0
2,5,5,7,1500,277.5,0,83,0,0,0,1,0,0,0,0,1,0,1
12,24,1,13,2000,279.5,2,77,0,0,0,0,0,0,0,0,0,1,1
1,20,2,23,20,287.5,0,79,0,2,0,0,0,0,0,0,0,0,0
4,25,2,17,1612,301.5,0,14,0,0,0,0,1,2,0,0,1,1,0
1,25,5,5,40,279.5,1,42,0,4,0,0,0,0,0,0,0,0,0
1,11,4,13,2000,281.5,2,45,0,0,0,0,0,0,0,0,0,1,1
6,11,0,1,340,295.5,1,51,0,1,2,0,1,1,0,0,0,0,0
1,11,1,13,0,280.5,1,95,0,0,0,0,0,0,0,0,0,0,0
3,11,0,7,3166,299.5,2,16,0,0,0,0,1,2,0,1,1,1,0
5,10,3,0,1888,297.0,1,53,0,1,2,0,1,2,0,1,0,0,0
6,1,3,21,305,307.5,2,11,0,2,0,1,1,0,0,0,0,0,0
4,22,3,4,227,296.0,1,34,0,0,1,0,1,1,0,0,0,0,0
1,16,4,14,0,280.0,0,62,0,0,0,0,0,0,0,0,0,0,0
7,25,4,7,2063,297.5,1,67,0,0,0,0,1,1,0,1,1,0,0
11,28,0,14,2000,283.0,1,30,0,0,0,0,0,0,0,0,0,1,1
10,5,5,14,1150,283.0,2,73,0,0,0,1,0,0,0,0,0,1,0
8,1,6,17,1751,305.5,2,3,0,0,0,1,1,2,0,0,1,1,0
12,22,0,19,390,285.5,1,40,0,4,0,0,0,0,0,0,1,0,0
5,30,4,12,167,299.0,1,35,0,0,0,0,1,1,0,0,0,0,0
2,15,6,4,90,278.0,0,66,0,1,2,0,0,0,0,0,0,0,0
11,3,4,17,1350,284.5,2,76,0,0,0,0,0,0,0,0,1,0,1
1,23,1,20,260,287.0,2,55,0,3,2,1,0,0,0,0,0,0,0
1,20,2,20,210,287.0,1,97,0,2,1,1,0,0,0,0,0,0,0
8,28,1,18,169,304.0,2,54,0,0,0,0,1,1,0,0,0,0,0
11,7,1,19,390,286.5,1,79,0,0,1,0,0,0,0,0,1,0,0
11,14,3,4,40,278.0,0,18,0,0,1,0,0,0,0,0,0,0,0
5,28,2,8,1408,300.0,0,36,0,0,0,0,1,4,0,0,0,1,0
11,5,0,15,1000,281.5,2,90,0,0,0,0,0,0,0,0,0,0,1
6,29,1,20,349,304.0,2,35,0,1,2,1,1,0,0,0,0,0,0
8,16,1,12,1922,301.0,1,5,0,0,0,0,1,4,0,1,0,0,0
9,27,2,10,2000,281.0,1,44,0,0,0,0,0,0,0,0,0,1,1
6,26,6,19,2160,302.5,1,95,0,0,0,1,1,0,0,1,1,0,0
8,5,5,15,362,300.5,2,47,0,0,0,1,1,1,0,0,0,0,0
5,27,6,4,1889,295.0,2,0,0,1,2,0,1,3,0,1,0,0,0
1,25,1,20,210,287.0,2,68,0,2,1,1,0,0,0,0,0,0,0
3,18,1,18,2682,305.0,1,73,0,0,0,0,1,1,0,1,0,1,0
10,1,1,11,0,282.5,1,77,0,0,0,0,0,0,0,0,0,0,0
8,22,3,2,1811,294.0,2,27,0,4,2,0,1,0,0,1,0,0,0
10,17,4,20,270,285.0,2,73,0,4,2,1,0,0,0,0,0,0,0
12,29,3,13,0,279.5,0,43,0,0,0,0,0,0,0,0,0,0,0
11,5,5,15,1150,284.5,2,25,0,0,0,1,0,0,0,0,0,0,1
8,9,5,0,1989,294.0,0,41,0,2,1,0,1,4,0,1,0,0,0
10,28,5,21,270,286.5,0,25,0,4,2,1,0,0,0,0,0,0,0
10,27,4,8,2000,277.0,2,50,0,0,0,0,0,0,0,0,0,1,1
3,20,5,20,1861,303.0,1,20,0,3,1,1,1,0,0,1,0,0,0
1,9,2,21,230,287.5,0,52,0,4,1,1,0,0,0,0,0,0,0
6,1,4,8,1696,301.0,2,5,0,0,0,0,1,1,0,1,0,0,0
2,16,6,0,100,275.0,2,42,0,2,2,0,0,0,0,0,0,0,0
2,14,6,8,150,281.0,1,35,0,0,0,1,0,0,0,0,0,0,0
11,14,0,13,0,280.5,1,87,0,0,0,0,0,0,0,0,0,0,0
10,22,5,21,260,287.5,2,8,0,3,2,1,0,0,0,0,0,0,0
9,13,2,21,180,286.5,1,94,0,3,0,1,0,0,0,0,0,0,0
2,22,5,8,150,280.0,2,76,0,0,0,1,0,0,0,0,0,0,0
11,17,3,0,80,276.0,2,23,0,0,2,0,0,0,0,0,0,0,0
6,15,1,1,279,293.5,0,58,0,1,2,0,1,1,0,0,0,0,0
3,3,2,1,218,296.5,2,29,0,1,1,0,1,1,0,0,0,0,0
11,1,3,22,80,286.0,0,55,0,0,2,0,0,0,0,0,0,0,0
5,8,6,6,645,297.0,2,32,0,1,0,0,1,3,0,0,1,0,0
8,11,3,11,1435,301.5,0,89,0,0,0,0,1,4,0,0,0,1,0
9,13,3,0,90,276.0,1,3,0,1,2,0,0,0,0,0,0,0,0
5,20,5,17,1819,301.5,0,88,0,0,0,1,1,3,0,0,1,1,0
9,2,4,6,390,278.0,1,51,0,0,1,0,0,0,0,0,1,0,0
2,16,2,4,0,278.0,2,90,0,0,0,0,0,0,0,0,0,0,0
10,3,1,9,1000,277.5,2,66,0,0,0,0,0,0,0,0,0,0,1
6,13,5,13,3059,303.5,2,99,0,0,0,1,1,4,0,1,0,1,0
6,3,5,17,3265,305.5,1,10,0,0,0,1,1,2,0,1,1,1,0
2,23,1,20,180,286.0,1,52,0,3,0,1,0,0,0,0,0,0,0
10,26,4,18,1000,285.0,0,48,0,0,0,0,0,0,0,0,0,1,0
8,14,4,0,1762,296.0,1,95,0,2,0,0,1,1,0,1,0,0,0
3,11,2,4,358,295.0,2,39,0,0,1,0,1,3,0,0,0,0,0
12,2,1,14,1000,282.0,1,72,0,0,0,0,0,0,0,0,0,1,0
10,15,4,10,1000,279.0,1,25,0,0,0,0,0,0,0,0,0,1,0
1,22,6,9,150,280.5,1,12,0,0,0,1,0,0,0,0,0,0,0
5,18,6,4,2054,297.0,0,40,0,4,2,0,1,4,0,1,0,0,0
4,12,1,14,2802,301.0,2,8,0,0,0,0,1,3,0,1,0,1,0
7,6,5,21,536,307.5,0,88,0,3,0,1,1,4,0,0,0,0,0
4,24,4,23,1942,306.5,1,6,0,4,2,0,1,3,0,1,0,0,0
6,24,5,3,394,294.5,2,49,0,3,0,0,1,4,0,0,0,0,0
5,3,3,21,629,304.5,1,47,0,4,2,1,1,4,0,0,0,0,0
11,8,6,2,20,274.0,1,5,0,2,0,0,0,0,0,0,0,0,0
2,27,4,14,2000,284.0,0,75,0,0,0,0,0,0,0,0,0,1,1
1,3,2,19,430,285.5,0,14,0,0,2,0,0,0,0,0,1,0,0
5,13,2,23,200,308.5,0,6,0,0,1,0,1,0,0,0,0,0,0
11,18,3,2,70,274.0,0,24,0,3,1,0,0,0,0,0,0,0,0
4,30,5,3,1845,296.5,0,60,0,0,1,0,1,3,0,1,0,0,0
11,21,0,20,170,287.0,0,88,0,2,0,1,0,0,0,0,0,0,0
9,20,3,2,40,278.0,0,77,0,4,0,0,0,0,0,0,0,0,0
3,25,5,22,1798,308.0,1,0,0,4,0,1,1,0,0,1,0,0,0
1,27,3,10,1000,278.0,1,91,0,0,0,0,0,0,0,0,0,1,0
1,8,6,2,40,275.0,2,11,0,4,0,0,0,0,0,0,0,0,0
8,24,5,21,1977,307.5,1,7,0,4,2,1,1,1,0,1,0,0,0
4,15,6,12,379,300.0,1,11,0,0,0,1,1,1,0,0,0,0,0
3,2,3,18,1849,303.0,1,71,0,0,0,0,1,4,0,1,0,0,0
7,6,0,22,1781,307.0,1,89,0,0,0,0,1,2,0,1,0,0,0
5,15,2,13,240,300.5,0,75,0,0,0,0,1,2,0,0,0,0,0
9,29,3,16,0,284.0,2,25,0,0,0,0,0,0,0,0,0,0,0
2,14,0,20,150,287.0,2,27,0,0,0,1,0,0,0,0,0,0,0
10,26,2,8,1000,280.0,2,64,0,0,0,0,0,0,0,0,0,1,0
8,30,1,5,474,296.5,0,98,0,4,0,0,1,4,0,0,0,0,0
1,14,2,16,0,285.0,2,13,0,0,0,0,0,0,0,0,0,0,0
7,27,4,20,309,306.0,1,59,0,0,1,1,1,0,0,0,0,0,0
2,1,1,10,2000,282.0,2,6,0,0,0,0,0,0,0,0,0,1,1
11,16,6,21,170,284.5,2,2,0,2,0,1,0,0,0,0,0,0,0
11,25,1,10,2000,278.0,0,52,0,0,0,0,0,0,0,0,0,1,1
11,30,0,5,70,279.5,1,35,0,3,1,0,0,0,0,0,0,0,0
8,28,3,7,3214,296.5,2,39,0,0,0,0,1,3,0,1,1,1,0
2,7,1,21,240,284.5,1,11,0,1,2,1,0,0,0,0,0,0,0
11,27,5,23,170,287.5,0,45,0,2,0,1,0,0,0,0,0,0,0
1,10,1,23,40,286.5,1,67,0,0,1,0,0,0,0,0,0,0,0
2,8,2,20,230,283.0,2,13,0,0,2,1,0,0,0,0,0,0,0
9,12,3,2,10,276.0,2,8,0,1,0,0,0,0,0,0,0,0,0
4,25,6,4,202,297.0,1,83,0,2,0,0,1,1,0,0,0,0,0
5,25,1,7,632,299.5,2,43,0,0,0,0,1,2,0,0,1,0,0
4,16,5,4,340,297.0,1,12,0,2,0,0,1,3,0,0,0,0,0
9,23,0,17,1350,281.5,2,30,0,0,0,0,0,0,0,0,1,1,0
10,12,3,8,2000,279.0,0,49,0,0,0,0,0,0,0,0,0,1,1
5,16,1,7,2213,299.5,2,86,0,0,0,0,1,4,0,1,1,0,0
4,4,6,20,1916,303.0,0,68,0,1,2,1,1,1,0,1,0,0,0
2,2,5,22,190,287.0,0,2,0,4,0,1,0,0,0,0,0,0,0
2,24,5,16,1150,283.0,0,98,0,0,0,1,0,0,0,0,0,1,0
6,25,3,19,655,304.5,0,1,0,2,0,0,1,3,0,0,1,0,0
9,9,3,12,1000,279.0,0,76,0,0,0,0,0,0,0,0,0,1,0
11,27,6,22,190,286.0,2,55,0,0,1,1,0,0,0,0,0,0,0
6,17,3,0,1758,295.0,2,82,0,3,0,0,1,2,0,1,0,0,0
5,8,0,8,1335,298.0,2,64,0,0,0,0,1,3,0,0,0,1,0
8,29,0,9,276,297.5,2,99,0,0,0,0,1,2,0,0,0,0,0
5,15,4,13,2795,301.5,1,77,0,0,0,0,1,2,0,1,0,1,0
10,25,3,17,1350,284.5,0,5,0,0,0,0,0,0,0,0,1,0,1
4,5,6,21,515,307.5,0,29,0,0,2,1,1,3,0,0,0,0,0
1,20,5,9,150,277.5,2,87,0,0,0,1,0,0,0,0,0,0,0
1,10,3,23,10,288.5,1,47,0,1,0,0,0,0,0,0,0,0,0
10,26,3,2,80,276.0,2,48,0,4,1,0,0,0,0,0,0,0,0
