month,day,weekday,hour,power,temperature,humidity,wind,Bulb,CFL,Tubelgiht,TV,Refrigerator,Fan,Cooler,AC,Water Pump,Iron,Immersion
9,6,0,4,80,276.0,1,82,0,0,2,0,0,0,0,0,0,0,0
3,26,6,3,444,295.5,0,22,0,0,2,0,1,3,0,0,0,0,0
5,19,1,18,2736,306.0,2,13,0,0,0,0,1,2,0,1,0,1,0
4,14,3,9,1431,299.5,0,76,0,0,0,0,1,4,0,0,0,1,0
3,11,2,20,1825,303.0,1,12,0,0,0,1,1,0,0,1,0,0,0
5,20,5,16,374,301.0,2,75,0,0,0,1,1,1,0,0,0,0,0
11,27,1,16,1000,284.0,2,80,0,0,0,0,0,0,0,0,0,1,0
12,4,4,6,380,280.0,0,78,0,3,0,0,0,0,0,0,1,0,0
10,13,2,22,120,287.0,1,22,0,4,2,0,0,0,0,0,0,0,0
6,15,6,20,514,304.0,0,33,0,1,1,1,1,3,0,0,0,0,0
3,7,1,11,1740,298.5,1,90,0,0,0,0,1,2,0,1,0,0,0
12,2,3,22,60,286.0,1,13,0,2,1,0,0,0,0,0,0,0,0
1,3,3,21,160,283.5,0,29,0,1,0,1,0,0,0,0,0,0,0
7,13,4,9,192,301.5,1,16,0,0,0,0,1,1,0,0,0,0,0
10,24,1,19,430,285.5,1,19,0,4,1,0,0,0,0,0,1,0,0
11,16,4,4,80,276.0,1,66,0,0,2,0,0,0,0,0,0,0,0
7,24,2,4,1843,296.0,2,37,0,3,2,0,1,2,0,1,0,0,0
2,5,1,5,100,277.5,2,79,0,2,2,0,0,0,0,0,0,0,0
7,20,1,17,1572,302.5,2,59,0,0,0,0,1,2,0,0,1,1,0
11,3,5,16,1150,281.0,1,68,0,0,0,1,0,0,0,0,0,1,0
2,28,3,16,1000,282.0,2,42,0,0,0,0,0,0,0,0,0,0,1
2,28,3,16,2000,283.0,1,11,0,0,0,0,0,0,0,0,0,1,1
10,29,0,17,350,284.5,2,0,0,0,0,0,0,0,0,0,1,0,0
11,3,5,0,50,276.0,1,13,0,1,1,0,0,0,0,0,0,0,0
4,5,2,3,229,295.5,1,45,0,2,1,0,1,1,0,0,0,0,0
1,30,4,12,2000,281.0,2,78,0,0,0,0,0,0,0,0,0,1,1
9,13,3,1,100,273.5,1,27,0,2,2,0,0,0,0,0,0,0,0
8,18,1,13,298,299.5,0,23,0,0,0,0,1,3,0,0,0,0,0
4,29,6,22,609,308.0,2,0,0,4,2,1,1,3,0,0,0,0,0
6,26,3,17,1632,305.5,1,58,0,0,0,0,1,3,0,0,1,1,0
8,5,1,2,1876,296.0,2,44,0,3,2,0,1,2,0,1,0,0,0
12,6,6,8,1150,280.0,1,13,0,0,0,1,0,0,0,0,0,1,0
1,17,4,10,1000,279.0,1,38,0,0,0,0,0,0,0,0,0,1,0
10,7,3,22,60,288.0,0,15,0,2,1,0,0,0,0,0,0,0,0
4,6,3,9,243,300.5,2,63,0,0,0,0,1,2,0,0,0,0,0
12,26,6,21,160,286.5,1,12,0,1,0,1,0,0,0,0,0,0,0
4,24,2,16,1722,302.0,2,84,0,0,0,0,1,2,0,1,0,0,0
12,19,3,5,20,279.5,1,21,0,2,0,0,0,0,0,0,0,0,0
4,12,6,22,1960,307.0,1,66,0,0,2,1,1,1,0,1,0,0,0
9,8,0,11,0,282.5,2,42,0,0,0,0,0,0,0,0,0,0,0
12,30,1,19,390,282.5,1,54,0,4,0,0,0,0,0,0,1,0,0
12,28,1,11,1000,279.5,1,35,0,0,0,0,0,0,0,0,0,0,1
11,10,4,19,450,285.5,2,73,0,2,2,0,0,0,0,0,1,0,0
3,8,2,8,1174,297.0,1,86,0,0,0,0,1,1,0,0,0,1,0
5,1,2,15,1757,303.5,2,31,0,0,0,0,1,1,0,1,0,0,0
3,8,5,8,1378,300.0,1,94,0,0,0,1,1,2,0,0,0,1,0
6,21,5,14,1432,302.0,2,38,0,0,0,1,1,2,0,0,0,1,0
1,30,4,1,80,274.5,1,36,0,0,2,0,0,0,0,0,0,0,0
6,17,6,10,1931,300.0,0,2,0,0,0,1,1,3,0,1,0,0,0
12,21,2,2,70,276.0,2,65,0,3,1,0,0,0,0,0,0,0,0
11,12,4,11,2000,279.5,2,95,0,0,0,0,0,0,0,0,0,1,1
2,18,2,18,1000,283.0,0,25,0,0,0,0,0,0,0,0,0,0,1
10,8,5,11,150,281.5,0,25,0,0,0,1,0,0,0,0,0,0,0
9,14,4,12,1000,280.0,1,60,0,0,0,0,0,0,0,0,0,1,0
8,6,4,9,1287,298.5,2,38,0,0,0,0,1,2,0,0,0,1,0
7,21,0,1,412,294.5,0,83,0,3,2,0,1,2,0,0,0,0,0
4,13,3,7,578,296.5,1,75,0,0,0,0,1,1,0,0,1,0,0
1,5,4,20,270,283.0,0,76,0,4,2,1,0,0,0,0,0,0,0
5,25,3,21,1910,307.5,2,17,0,0,1,1,1,2,0,1,0,0,0
9,14,3,20,180,287.0,2,74,0,3,0,1,0,0,0,0,0,0,0
10,27,3,14,1000,282.0,2,6,0,0,0,0,0,0,0,0,0,0,1
3,15,0,23,1886,305.5,0,92,0,4,1,0,1,2,0,1,0,0,0
10,3,4,18,0,284.0,1,4,0,0,0,0,0,0,0,0,0,0,0
1,27,2,5,30,277.5,2,38,0,3,0,0,0,0,0,0,0,0,0
6,29,3,0,342,295.0,1,80,0,2,2,0,1,2,0,0,0,0,0
7,15,4,5,404,297.5,2,66,0,3,2,0,1,2,0,0,0,0,0
10,3,0,10,1000,282.0,0,22,0,0,0,0,0,0,0,0,0,0,1
10,22,6,23,240,286.5,0,81,0,1,2,1,0,0,0,0,0,0,0
5,22,2,6,857,299.0,1,4,0,4,1,0,1,4,0,0,1,0,0
8,17,4,20,616,304.0,2,38,0,4,1,1,1,4,0,0,0,0,0
6,13,6,20,322,303.0,1,10,0,0,0,1,1,0,0,0,0,0,0
3,14,3,1,164,296.5,0,16,0,0,0,0,1,0,0,0,0,0,0
9,30,4,11,2000,281.5,1,22,0,0,0,0,0,0,0,0,0,1,1
11,23,0,0,120,276.0,2,23,0,4,2,0,0,0,0,0,0,0,0
12,5,2,17,2350,284.5,2,79,0,0,0,0,0,0,0,0,1,1,1
5,20,0,8,1291,300.0,2,50,0,0,0,0,1,2,0,0,0,1,0
10,12,5,7,2500,277.5,1,42,0,0,0,1,0,0,0,0,1,1,1
5,26,4,23,260,305.5,1,71,0,0,1,0,1,2,0,0,0,0,0
3,1,1,17,3119,301.5,0,2,0,0,0,0,1,2,0,1,1,1,0
3,28,1,22,2002,307.0,2,17,0,3,2,0,1,4,0,1,0,0,0
5,15,6,9,1410,299.5,1,35,0,0,0,1,1,2,0,0,0,1,0
10,10,1,15,1000,284.5,2,9,0,0,0,0,0,0,0,0,0,1,0
6,21,2,0,253,293.0,1,79,0,1,1,0,1,1,0,0,0,0,0
2,27,2,14,1000,280.0,2,18,0,0,0,0,0,0,0,0,0,1,0
4,11,2,11,1351,298.5,0,2,0,0,0,0,1,4,0,0,0,1,0
5,17,4,3,1993,294.5,2,36,0,2,1,0,1,4,0,1,0,0,0
7,8,6,7,3266,296.5,0,64,0,0,0,1,1,2,0,1,1,1,0
2,9,4,23,20,287.5,0,83,0,2,0,0,0,0,0,0,0,0,0
8,6,0,6,2298,297.0,2,86,0,4,1,0,1,3,0,1,1,0,0
1,17,5,14,1150,281.0,1,13,0,0,0,1,0,0,0,0,0,0,1
8,24,5,4,1701,298.0,1,8,0,1,1,0,1,0,0,1,0,0,0
11,3,4,15,2000,281.5,2,17,0,0,0,0,0,0,0,0,0,1,1
10,11,3,5,40,278.5,1,24,0,0,1,0,0,0,0,0,0,0,0
8,3,0,16,2729,304.0,0,16,0,0,0,0,1,1,0,1,0,1,0
6,16,1,16,1920,303.0,1,42,0,0,0,0,1,4,0,1,0,0,0
10,17,2,23,80,285.5,0,25,0,0,2,0,0,0,0,0,0,0,0
2,29,0,0,30,276.0,2,98,0,3,0,0,0,0,0,0,0,0,0
5,19,5,6,781,296.0,2,27,0,0,2,0,1,3,0,0,1,0,0
8,19,4,10,2777,299.0,0,32,0,0,0,0,1,2,0,1,0,1,0
6,6,0,21,2023,306.5,1,32,0,4,2,1,1,2,0,1,0,0,0
6,23,6,16,2953,304.0,1,48,0,0,0,1,1,3,0,1,0,1,0
8,18,3,7,683,296.5,2,19,0,0,0,0,1,3,0,0,1,0,0
4,12,1,18,1844,304.0,1,59,0,0,0,0,1,3,0,1,0,0,0
